1007 Υπουργείο Εσωτερικών 2.928.568.000 310.000.000 3.238.568.000
1009 Υπουργείο Εξωτερικών 254.622.000 14.000.000 268.622.000
1011 Υπουργείο Εθνικής Άμυνας 6.431.600.000 34.000.000 6.465.600.000
1015 Υπουργείο Υγείας 4.341.371.000 315.900.000 4.657.271.000
1017 Υπουργείο Δικαιοσύνης 516.768.000 61.600.000 578.368.000
1019 Υπουργείο Παιδείας και Θρησκευμάτων 4.891.100.000 950.000.000 5.841.100.000
1021 Υπουργείο Πολιτισμού και Αθλητισμού 337.553.000 80.000.000 417.553.000
1023 Υπουργείο Οικονομικών 750.441.665.000 1.135.161.000 751.576.826.000
1029 Υπουργείο Αγροτικής Ανάπτυξης και Τροφίμων 187.436.000 854.000.000 1.041.436.000
1031 Υπουργείο Περιβάλλοντος και Ενέργειας 195.581.000 1.220.000.000 1.415.581.000
1033 Υπουργείο Εργασίας και Κοινωνικών Υποθέσεων 20.892.496.000 720.000.000 21.612.496.000
1034  Υπουργείο Κοινωνικής Συνοχής και Οικογένειας 0 0 0
1035 Υπουργείο Ανάπτυξης και Επενδύσεων 146.720.000 2.780.000.000 2.926.720.000
1039 Υπουργείο Υποδομών και Μεταφορών 756.210.000 1.290.000.000 2.046.210.000
1041 Υπουργείο Ναυτιλίας και Νησιωτικής Πολιτικής 276.427.000 175.000.000 451.427.000
1045 Υπουργείο Τουρισμού 39.485.000 45.000.000 84.485.000
1053 Υπουργείο Ψηφιακής Διακυβέρνησης 240.578.000 714.000.000 954.578.000
1055 Υπουργείο Μετανάστευσης και Ασύλου 92.713.000 150.929.000 243.642.000
1057 Υπουργείο Προστασίας του Πολίτη 1.900.413.000 75.000.000 1.975.413.000
1059 Υπουργείο Κλιματικής Κρίσης και Πολιτικής Προστασίας 534.021.000 61.000.000 595.021.000
1007 Υπουργείο Εσωτερικών 2.928.568.000 310.000.000 3.238.568.000
1009 Υπουργείο Εξωτερικών 254.622.000 14.000.000 268.622.000
1011 Υπουργείο Εθνικής Άμυνας 6.431.600.000 34.000.000 6.465.600.000
1015 Υπουργείο Υγείας 4.341.371.000 315.900.000 4.657.271.000
1017 Υπουργείο Δικαιοσύνης 516.768.000 61.600.000 578.368.000
1019 Υπουργείο Παιδείας και Θρησκευμάτων 4.891.100.000 950.000.000 5.841.100.000
1021 Υπουργείο Πολιτισμού και Αθλητισμού 337.553.000 80.000.000 417.553.000
1023 Υπουργείο Οικονομικών 750.441.665.000 1.135.161.000 751.576.826.000
1029 Υπουργείο Αγροτικής Ανάπτυξης και Τροφίμων 187.436.000 854.000.000 1.041.436.000
1031 Υπουργείο Περιβάλλοντος και Ενέργειας 195.581.000 1.220.000.000 1.415.581.000
1033 Υπουργείο Εργασίας και Κοινωνικών Υποθέσεων 20.892.496.000 720.000.000 21.612.496.000
1034  Υπουργείο Κοινωνικής Συνοχής και Οικογένειας 0 0 0
1035 Υπουργείο Ανάπτυξης και Επενδύσεων 146.720.000 2.780.000.000 2.926.720.000
1039 Υπουργείο Υποδομών και Μεταφορών 756.210.000 1.290.000.000 2.046.210.000
1041 Υπουργείο Ναυτιλίας και Νησιωτικής Πολιτικής 276.427.000 175.000.000 451.427.000
1045 Υπουργείο Τουρισμού 39.485.000 45.000.000 84.485.000
1053 Υπουργείο Ψηφιακής Διακυβέρνησης 240.578.000 714.000.000 954.578.000
1055 Υπουργείο Μετανάστευσης και Ασύλου 92.713.000 150.929.000 243.642.000
1057 Υπουργείο Προστασίας του Πολίτη 1.900.413.000 75.000.000 1.975.413.000
1059 Υπουργείο Κλιματικής Κρίσης και Πολιτικής Προστασίας 534.021.000 61.000.000 595.021.000
1007 Υπουργείο Εσωτερικών 2.928.568.000 310.000.000 3.238.568.000
1009 Υπουργείο Εξωτερικών 254.622.000 14.000.000 268.622.000
1011 Υπουργείο Εθνικής Άμυνας 6.431.600.000 34.000.000 6.465.600.000
1015 Υπουργείο Υγείας 4.341.371.000 315.900.000 4.657.271.000
1017 Υπουργείο Δικαιοσύνης 516.768.000 61.600.000 578.368.000
1019 Υπουργείο Παιδείας και Θρησκευμάτων 4.891.100.000 950.000.000 5.841.100.000
